id,name,parent,kind
"ot vs it risk differentiation::purpose built ot ics targeting malware eg snake ekans designed to kill scada associated processes","Purpose-built OT/ICS-targeting malware (e.g., Snake/EKANS designed to kill SCADA-associated processes)","OT vs. IT Risk Differentiation","hazard"
"ot vs it risk differentiation::precautionary self imposed shutdowns to contain spread bridgestones proactive disconnection of 30 plants","Precautionary self-imposed shutdowns to contain spread (Bridgestone's proactive disconnection of ~30 plants)","OT vs. IT Risk Differentiation","hazard"
"ot vs it risk differentiation::safety system and physical safety risk where ot compromise intersects with worker product safety","Safety-system and physical-safety risk where OT compromise intersects with worker/product safety","OT vs. IT Risk Differentiation","hazard"
"supply chain and business interruption risk::contingent business interruption to downstream oem customers relying on jit delivery","Contingent business interruption to downstream OEM customers relying on JIT delivery","Supply Chain and Business Interruption Risk","hazard"
"supply chain and business interruption risk::upstream supplier sub contractor compromise propagating into the manufacturers network","Upstream supplier/sub-contractor compromise propagating into the manufacturer's network","Supply Chain and Business Interruption Risk","hazard"
"supply chain and business interruption risk::multi plant multi region shutdowns from a single network wide compromise bridgestone 30 plants 10 days","Multi-plant/multi-region shutdowns from a single network-wide compromise (Bridgestone: ~30 plants, 10 days)","Supply Chain and Business Interruption Risk","hazard"
"supply chain and business interruption risk::extended full recovery timelines 100 days per sophos 2024 data prolonging revenue loss beyond initial outage","Extended full-recovery timelines (100+ days per Sophos 2024 data) prolonging revenue loss beyond initial outage","Supply Chain and Business Interruption Risk","hazard"
"third party and vendor msp risk::compromise via managed service providers or ot system integrators with standing remote access","Compromise via managed service providers or OT system integrators with standing remote access","Third-Party and Vendor/MSP Risk","hazard"
"third party and vendor msp risk::shared interconnected supplier portals and edi systems as lateral movement paths","Shared/interconnected supplier portals and EDI systems as lateral-movement paths","Third-Party and Vendor/MSP Risk","hazard"
"third party and vendor msp risk::cloud erp mes vendor compromise cascading to multiple manufacturing clients","Cloud ERP/MES vendor compromise cascading to multiple manufacturing clients","Third-Party and Vendor/MSP Risk","hazard"
"third party and vendor msp risk::sub tier supplier ransomware indirectly halting the insureds production contingent bi exposure","Sub-tier supplier ransomware indirectly halting the insured's production (contingent BI exposure)","Third-Party and Vendor/MSP Risk","hazard"
"insider and workforce risk::employee initiated compromise malicious downloads credential reuse phishing susceptibility","Employee-initiated compromise (malicious downloads, credential reuse, phishing susceptibility)","Insider and Human-Factor Risk","hazard"
"insider and workforce risk::insufficient in house security expertise to detect respond in time cited by 425 of manufacturing ransomware victims per sophos 2025","Insufficient in-house security expertise to detect/respond in time (cited by 42.5% of manufacturing ransomware victims per Sophos 2025)","Insider and Human-Factor Risk","hazard"
"insider and workforce risk::disgruntled or negligent insiders with ot production system access","Disgruntled or negligent insiders with OT/production-system access","Insider and Human-Factor Risk","hazard"
"insider and workforce risk::contractor and temporary worker access control gaps on factory floors","Contractor and temporary-worker access-control gaps on factory floors","Insider and Human-Factor Risk","hazard"
"regulatory legal and notification exposure::multi jurisdictional breach notification requirements for exposed employee customer pii eg nissans 100000 person notification across australia new zealand","Multi-jurisdictional breach-notification requirements for exposed employee/customer PII (e.g., Nissan's ~100,000-person notification across Australia/New Zealand)","Regulatory, Legal, and Notification Exposure","hazard"
"regulatory legal and notification exposure::government id and financial data exposure triggering elevated regulatory scrutiny medicare numbers drivers licenses passports tax file numbers ssns banking data seen across the example incidents","Government-ID and financial-data exposure triggering elevated regulatory scrutiny (Medicare numbers, driver's licenses, passports, tax file numbers, SSNs, banking data seen across the example incidents)","Regulatory, Legal, and Notification Exposure","hazard"
