victim,sector,group,country,attackdate,discovered,domain,data_size,has_press,ransom
"fabbricausa.com","Manufacturing","dragonforce","US","2026-05-27","2026-05-27","fabbricausa.com","","",""
"Northwest Woodworks","Manufacturing","akira","","2026-05-27","2026-05-27","","","",""
"Mayelia Automotive","Manufacturing","thegentlemen","MX","2026-05-26","2026-05-28","mayelia.com","","",""
"Textile Testing Services of America","Manufacturing","nova","US","2026-05-26","2026-05-26","","","",""
"ennsco.ca","Manufacturing","dragonforce","CA","2026-05-25","2026-05-25","ennsco.ca","","",""
"PILLER AIMMCO","Manufacturing","incransom","US","2026-05-25","2026-05-25","pilleraimmco.com","","",""
"Koa Glass","Manufacturing","thegentlemen","JP","2026-05-24","2026-05-24","koaglass.co.jp","","",""
"ACAM Systemautomation","Manufacturing","thegentlemen","AT","2026-05-24","2026-05-24","acam.at","","",""
"Tata Electronics","Manufacturing","worldleaks","IN","2026-05-24","2026-06-10","www.tataelectronics.com","","yes",""
"Mecanizados y Montajes Aeronáuticos (mymgroup.es)","Manufacturing","incransom","ES","2026-05-23","2026-05-23","mymgroup.es","","",""
"Snyder Packaging","Manufacturing","qilin","US","2026-05-21","2026-05-21","www.snyderpkg.com","","",""
"G Theodor Freese","Manufacturing","payload","DE","2026-05-21","2026-05-21","gtf-freese.de","","",""
"Mercedes-Benz Turk","Manufacturing","Doommageddon","TR","2026-05-20","2026-07-06","mercedesbenzturk.com.tr","","",""
"venelectronics.com","Manufacturing","lockbit5","VE","2026-05-20","2026-06-20","venelectronics.com","","",""
"Maschinen-Stockert","Manufacturing","akira","DE","2026-05-20","2026-05-28","maschinen-stockert.de","","",""
"ZFG ALTHERM Engineering","Manufacturing","dragonforce","AT","2026-05-19","2026-05-19","zfg-altherm.at","","",""
"ROTH‑TECHNIK AUSTRIA","Manufacturing","lamashtu","AT","2026-05-19","2026-05-19","rothtechnik.eu","","",""
"Tang Seng Nitrogen & Pump Systems Pte. Ltd.","Manufacturing","payload","SG","2026-05-19","2026-05-19","tangsengservices.com","","",""
"Kabushiki Gaisha Hodozuka Setsubi","Manufacturing","payload","JP","2026-05-19","2026-05-19","","","",""
"GS Yuasa Lithium Power","Manufacturing","akira","JP","2026-05-19","2026-05-28","gsyuasa-lp.com","","",""
"RADWAG","Manufacturing","nova","PL","2026-05-19","2026-05-19","RADWAG.com","","",""
"Modern Display","Manufacturing","thegentlemen","US","2026-05-18","2026-05-18","moderndisplay.com","","",""
"Polyrack","Manufacturing","thegentlemen","GB","2026-05-18","2026-05-18","polyrack.com","","",""
"Vacu - Lug","Manufacturing","akira","GB","2026-05-18","2026-05-18","vaculug.com","","",""
"challenge-mfg.com","Manufacturing","chaos","US","2026-05-17","2026-05-17","challenge-mfg.com","","",""
"cstindustries.com","Manufacturing","chaos","US","2026-05-17","2026-05-17","cstindustries.com","","",""
"Buckeye Paper","Manufacturing","qilin","US","2026-05-17","2026-05-17","www.buckeyepaper.com","","",""
"Monir Precision Monitoring","Manufacturing","qilin","CA","2026-05-17","2026-05-17","www.monir.ca","","",""
"Ingelan","Manufacturing","dragonforce","ES","2026-05-17","2026-05-17","ingelan.com","","",""
"URG OEM","Manufacturing","nova","KR","2026-05-17","2026-05-17","urg.co.kr","","",""
"Common Part Groupings","Manufacturing","qilin","US","2026-05-15","2026-05-15","www.commonpartgroupings.com","","",""
"rubbercompounding.com","Manufacturing","lockbit5","","2026-05-15","2026-06-20","rubbercompounding.com","","",""
"parampackaging.com","Manufacturing","lockbit5","TR","2026-05-15","2026-06-20","parampackaging.com","","",""
"union-chemical.co.th","Manufacturing","lockbit5","TH","2026-05-15","2026-06-20","union-chemical.co.th","","",""
"jetmachprod.com","Manufacturing","threeam","","2026-05-15","2026-06-12","jetmachprod.com","","",""
"NR Engineering Co., Ltd.","Manufacturing","qilin","TH","2026-05-15","2026-05-15","www.nre.co.th","","",""
"Digiprint","Manufacturing","thegentlemen","PL","2026-05-14","2026-05-15","digiprint.pl","","",""
"Schulte-Lindhorst GmbH & Co.","Manufacturing","qilin","DE","2026-05-14","2026-05-14","www.schulte-lindhorst.de/impressum.html","","",""
"Fab-Masters","Manufacturing","qilin","US","2026-05-14","2026-05-14","www.fabmastersinc.com","","",""
"Ueno Fine Chemicals Industry (Thailand), Ltd.","Manufacturing","nightspire","TH","2026-05-14","2026-05-24","ueno-fc.co.th","","",""
"TAKOSAN OTOMOBIL","Manufacturing","nightspire","TR","2026-05-14","2026-05-18","www.takosan.com.tr/en","","",""
"Pamil Modulsystem","Manufacturing","dragonforce","SE","2026-05-13","2026-05-13","pamil.se","","",""
"Inteceng.com.my (+ Tsksynergy.com.my + Amemanufacturing.com.my + Woodnova.com.my)","Manufacturing","payload","MY","2026-05-13","2026-05-13","Inteceng.com.my","","",""
"Lösing Filtertechnik","Manufacturing","spacebears","DE","2026-05-13","2026-06-10","loesing-filter.de","","",""
"Electroban SAE","Manufacturing","thegentlemen","PY","2026-05-12","2026-05-12","electroban.com.py","","",""
"General Doors","Manufacturing","akira","US","2026-05-12","2026-05-28","general-doors.com","","",""
"Avanti Windows & Doors","Manufacturing","aurora","US","2026-05-12","2026-05-12","Avanti Windows & Doors","","",""
"Oriental Diamond","Manufacturing","thegentlemen","JP","2026-05-12","2026-05-12","orientaldiamond.jp","","yes",""
"rbh aerospace inc","Manufacturing","incransom","US","2026-05-11","2026-05-11","rbhaerospace.com","","",""
"Accretech America Inc.","Manufacturing","AiLock","US","2026-05-11","2026-05-11","accretechsbs.com","","",""
"csb-battery.com","Manufacturing","lynx","TW","2026-05-10","2026-05-10","csb-battery.com","","",""
"www.kurita.eu","Manufacturing","lynx","DE","2026-05-10","2026-05-10","www.kurita.eu","","",""
"KOLORKIM KIMYA","Manufacturing","Doommageddon","TR","2026-05-10","2026-07-06","kolorkim.com.tr","","",""
"Exco Technologies","Manufacturing","qilin","CA","2026-05-08","2026-05-08","www.excocorp.com","","",""
"Acros Sport GmbH","Manufacturing","lamashtu","DE","2026-05-08","2026-05-08","acros-components.com","","",""
"Misr Chemical Industries","Manufacturing","thegentlemen","EG","2026-05-08","2026-05-09","mci.com.eg","","",""
"Hillside Lumber","Manufacturing","thegentlemen","US","2026-05-08","2026-05-09","hillsidelumber.com","","",""
"Van Atta Engineering","Manufacturing","genesis","US","2026-05-08","2026-05-09","vae.cc","","",""
"Zojirushi","Manufacturing","akira","JP","2026-05-08","2026-05-08","zojirushi.com","","",""
"Roth Industries","Manufacturing","qilin","DE","2026-05-08","2026-06-19","www.roth-industries.com","","yes",""
"Sylvania","Manufacturing","qilin","DE","2026-05-07","2026-05-07","www.sylvania-group.com","","",""
"Geske Haus- und Versorgungstechnik GmbH","Manufacturing","spacebears","DE","2026-05-07","2026-06-03","www.geske-shk.de","","",""
"Grau GmbH","Manufacturing","akira","DE","2026-05-07","2026-05-07","","","",""
"Complastex.com","Manufacturing","qilin","BR","2026-05-06","2026-05-06","www.complastex.com","","",""
"Clark Fixture Technologies","Manufacturing","thegentlemen","US","2026-05-06","2026-05-06","clarkfixtures.com","","",""
"Gator Cases","Manufacturing","thegentlemen","US","2026-05-06","2026-05-06","gatorcases.com","","",""
"Raycolighting","Manufacturing","medusalocker","GB","2026-05-05","2026-05-05","raycolighting.com","","",""
"Maximum Mold","Manufacturing","akira","","2026-05-05","2026-05-05","","","",""
"Office Furniture Group","Manufacturing","pear","US","2026-05-05","2026-05-09","ofginc.com","","",""
"dahlgrenscement.se","Manufacturing","safepay","SE","2026-05-04","2026-05-04","dahlgrenscement.se","","",""
"Lexus","Manufacturing","qilin","UA","2026-05-04","2026-05-04","www.lexus.ua","","",""
"General Hardware","Manufacturing","qilin","CO","2026-05-04","2026-05-04","www.generalhardware.co","","",""
"www.cswindustrials.com","Manufacturing","chaos","US","2026-05-04","2026-05-04","www.cswindustrials.com","","",""
"Triquim","Manufacturing","thegentlemen","AR","2026-05-03","2026-05-06","triquim.com.ar","","",""
"LSM Lee","Manufacturing","qilin","CA","2026-05-02","2026-05-02","www.golsm.com","","",""
"Star Precision","Manufacturing","qilin","GB","2026-05-02","2026-05-02","www.starprecision.com","","",""
"https://www.wilkemgroup.com/","Manufacturing","incransom","BS","2026-05-02","2026-05-04","wilkemgroup.com","","",""
"Tuopu","Manufacturing","blackwater","CN","2026-05-02","2026-05-02","tuopu.com","","",""
"Nijborg Staal","Manufacturing","akira","NL","2026-05-02","2026-05-11","nijborgstaal.nl","","",""
"Arcelik","Manufacturing","thegentlemen","TR","2026-05-01","2026-05-06","","","",""
"Fashinza","Manufacturing","fulcrumsec","IN","2026-05-01","2026-05-01","fashinza.com","","",""
"FOXCONN","Manufacturing","nitrogen","TW","2026-05-01","2026-05-11","www.foxconn.com","","yes",""
"Bimtrazer","Manufacturing","nova","","2026-04-30","2026-04-30","","","",""
"Accessoires Outillage Ltee","Manufacturing","play","CA","2026-04-30","2026-05-08","www.aolaml.com","","",""
"ATF Aerospace","Manufacturing","akira","US","2026-04-30","2026-04-30","","","",""
"Forsheda Stlverktyg","Manufacturing","thegentlemen","SE","2026-04-29","2026-05-06","stalverktyg.com","","",""
"Fabritius","Manufacturing","thegentlemen","BE","2026-04-29","2026-05-06","fabritius.be","","",""
"Shenzhen Gongjin Electronics","Manufacturing","blackwater","CN","2026-04-29","2026-05-02","twsz.com","","",""
"Iowa Spring Manufacturing & Sales","Manufacturing","incransom","US","2026-04-29","2026-04-29","iowaspring.com","","",""
"Atlas Metal Industries Inc","Manufacturing","aurora","CA","2026-04-29","2026-04-29","atlasfoodserv.com","","",""
"Carma Packaging","Manufacturing","worldleaks","MX","2026-04-28","2026-04-28","www.empaquescarma.com","","",""
"baldinger-ag.ch","Manufacturing","apt73","CH","2026-04-27","2026-04-27","baldinger-ag.ch","","",""
"isosl.be","Manufacturing","apt73","BE","2026-04-27","2026-04-27","isosl.be","","",""
"phb.com","Manufacturing","apt73","DE","2026-04-27","2026-04-27","phb.com","","",""
"whessoe.com.my","Manufacturing","apt73","MY","2026-04-27","2026-04-27","whessoe.com.my","","",""
"Stelia North America","Manufacturing","rhysida","US","2026-04-27","2026-04-27","","","",""
"mopec.com","Manufacturing","dragonforce","US","2026-04-27","2026-04-27","mopec.com","","",""
"wmsopko.com","Manufacturing","dragonforce","UA","2026-04-27","2026-04-27","wmsopko.com","","",""
"Heinrich Kopp","Manufacturing","thegentlemen","DE","2026-04-27","2026-05-06","kopp.eu","","",""
"Longwood Engineering Company","Manufacturing","qilin","GB","2026-04-27","2026-04-27","longwoodengineering.co.uk","","",""
"Narteks Tekstil A.S","Manufacturing","krybit","TR","2026-04-27","2026-04-27","narteks.com.tr","","",""
"groupe-mbm.com","Manufacturing","lockbit5","FR","2026-04-27","2026-06-11","groupe-mbm.com","","",""
"A**** F***** Plas****","Manufacturing","nightspire","","2026-04-27","2026-05-02","","","",""
"Filter to A**** F***** Plas****","Manufacturing","nightspire","","2026-04-27","2026-05-01","","","",""
"Buckley Powder","Manufacturing","qilin","CA","2026-04-25","2026-04-25","www.buckleypowder.com","","",""
"Leistritz Turbine Technology","Manufacturing","qilin","DE","2026-04-25","2026-04-25","turbines.leistritz.com","","",""
"Disk Precision Group","Manufacturing","LeakBazaar","SG","2026-04-25","2026-05-10","diskprecision.com","","",""
"Flipo Group","Manufacturing","qilin","IN","2026-04-24","2026-04-24","www.shopflipo.com","","",""
"Alpine Aerotech","Manufacturing","akira","","2026-04-24","2026-05-28","alpineaerotech.com","","",""
"NTN Bearing Corporation of America","Manufacturing","payoutsking","US","2026-04-24","2026-05-13","ntnamericas.com","","",""
"b3-bruck.at","Manufacturing","payload","AT","2026-04-23","2026-04-23","b3-bruck.at","21 GB","",""
"Precision Coating","Manufacturing","coinbasecartel","US","2026-04-23","2026-04-23","precisioncoating.com","","",""
"Tractial","Manufacturing","anubis","GB","2026-04-23","2026-04-23","tractial.com","","",""
"Gumpp Kunststoffe","Manufacturing","akira","DE","2026-04-23","2026-04-23","gumpp-kunststoffe.de","","",""
"Industrial Carrocera Arbuciense","Manufacturing","qilin","ES","2026-04-21","2026-04-21","www.indcar.es","","",""
"Kolin Turkey","Manufacturing","qilin","TR","2026-04-21","2026-04-21","www.kolin.com.tr","","",""
"Heartland Steel Products","Manufacturing","qilin","US","2026-04-21","2026-04-21","www.heartlandsteel.com","","",""
"Huonker GmbH","Manufacturing","qilin","DE","2026-04-21","2026-04-21","hanshuonker.de","","",""
"rheem","Manufacturing","incransom","US","2026-04-20","2026-04-20","rheem.com","","",""
"Complete Aircraft Group","Manufacturing","everest","US","2026-04-20","2026-04-20","complete-aircraft.com","","",""
"ETM-ELECTROMATIC, INC.","Manufacturing","titan","US","2026-04-20","2026-05-18","www.teledyneetm.com","","",""
"ABI and Ideal Tape","Manufacturing","akira","US","2026-04-20","2026-05-06","abitape.com","","",""
"SEL (Safety Engineering Laboratory)","Manufacturing","qilin","DE","2026-04-20","2026-04-20","www.seldirect.com","","",""
"Abp Autoricambi Srl","Manufacturing","titan","IT","2026-04-18","2026-05-18","www.abpautoricambi.it","","",""
"orientalweavers.com","Manufacturing","payload","EG","2026-04-16","2026-04-16","orientalweavers.com","150 GB","",""
"BMJ Paperpack","Manufacturing","worldleaks","ID","2026-04-16","2026-05-22","www.bmjpaperpack.com","","",""
"rhode-hv.de","Manufacturing","krybit","DE","2026-04-16","2026-04-17","rhode-hv.de","","",""
"GL Steel","Manufacturing","coinbasecartel","PL","2026-04-15","2026-04-15","glsteel.pl","","",""
"Millenium Packaging","Manufacturing","coinbasecartel","US","2026-04-15","2026-04-15","mil-pkg.com","","",""
"Disk Precision","Manufacturing","thegentlemen","SG","2026-04-15","2026-04-19","diskprecision.com","","",""
"Fletcher Chrysler Products","Manufacturing","akira","US","2026-04-15","2026-04-15","fletcherchrysler.com","","",""
"LACROIX","Manufacturing","lamashtu","CA","2026-04-14","2026-04-14","palacroix.com","","",""
"Apply Capnor","Manufacturing","dragonforce","NO","2026-04-14","2026-04-14","applycapnor.com","","",""
"palladium.gen.tr","Manufacturing","krybit","TR","2026-04-14","2026-04-14","palladium.gen.tr","","",""
"ppiplastics.com","Manufacturing","dragonforce","GB","2026-04-14","2026-04-14","www.ppiplastics.com","","",""
"WEDA ROBOTICS","Manufacturing","lamashtu","SE","2026-04-14","2026-04-14","wedarobotics.com","","",""
"UK Electronics","Manufacturing","thegentlemen","GB","2026-04-14","2026-04-14","ukelectronics.co.uk","","",""
"Verzinkerei Rentrop","Manufacturing","thegentlemen","DE","2026-04-14","2026-04-14","verzinkerei-rentrop.de","","",""
"Hangzhou Industrial","Manufacturing","thegentlemen","CN","2026-04-14","2026-04-14","hztrust.com","","",""
"******.***","Manufacturing","thegentlemen","","2026-04-14","2026-04-14","","","",""
"Richmond Plywood Corporation Limited","Manufacturing","secpo","CA","2026-04-14","2026-04-14","richply.com","","",""
"shougang.com.pe","Manufacturing","lockbit5","PE","2026-04-14","2026-06-11","shougang.com.pe","","",""
"INDESMALLA","Manufacturing","akira","AR","2026-04-14","2026-04-15","indesmalla.com","","",""
"Herth+Buss","Manufacturing","qilin","DE","2026-04-13","2026-04-13","www.herthundbuss.com","","",""
"alupco.com","Manufacturing","incransom","SA","2026-04-13","2026-04-17","alupco.com","","",""
"PGDIS.PAPETIQUE PRO","Manufacturing","qilin","FR","2026-04-13","2026-04-13","www.pgdis.com","","",""
"Gauthier Tissus","Manufacturing","lamashtu","FR","2026-04-11","2026-04-13","gauthier-tissus.com","","",""
"Beaver Engineering","Manufacturing","lamashtu","US","2026-04-11","2026-04-13","beaverengineering.com","","",""
"Guerin Glass","Manufacturing","qilin","US","2026-04-10","2026-04-10","www.gueringlass.com","","",""
"New FACOM Co., Ltd.","Manufacturing","cmdorganization","JP","2026-04-10","2026-06-11","www.s-facom.jp","","yes",""
"Debene S.A. | Página Principal","Manufacturing","TiMc","AR","2026-04-09","2026-04-09","debene.com","","",""
"Alva Manufacturing","Manufacturing","akira","US","2026-04-09","2026-04-21","alvamanufacturing.com","","",""
"HIGASHIYAMA INDUSTRIES Co.,Ltd.","Manufacturing","qilin","JP","2026-04-09","2026-04-10","www.higashiyama.com","","",""
"Newman & Marquez","Manufacturing","akira","US","2026-04-09","2026-04-09","newmanmarquezpa.com","","",""
"Scholle IPN - 1.7 TB Data","Manufacturing","coinbasecartel","CH","2026-04-08","2026-04-08","scholleipn.com","","",""
"Ventilaciones Nerual, S.L.","Manufacturing","gunra","ES","2026-04-08","2026-04-08","ventilacionesnerual.com","","",""
"Envy Recycling","Manufacturing","gunra","CZ","2026-04-08","2026-04-08","envy-recycling.cz","","",""
"Diamond","Manufacturing","gunra","FR","2026-04-08","2026-04-08","le-caillebotis-diamond.fr","","",""
"Aichi Electric","Manufacturing","thegentlemen","JP","2026-04-08","2026-04-08","aichidenki.jp","","",""
"Tapon Corona","Manufacturing","thegentlemen","MX","2026-04-08","2026-04-08","taponcorona.com.mx","","",""
